"Username","GivenName","Surname","DisplayName","Lifecycle","Class","Title","OrgUnit","Manager","Groups","EmployeeNumber","EmployeeType","LoginShell","HomeDirectory","Phone","Mobile","Street","City","State","PostalCode","PreferredLanguage","UserAuthType","PasswordState","PrincipalExpiresInDays","SshPublicKeys","CertMapData","RadiusProxy","RadiusUsername","IdentityProvider","IdpUserId","NoPrivateGroup","PrimaryGroup","Tier","Purpose"
"hazema","Hazem","Abolrous","Hazem Abolrous","Active","employee","Salesperson","Sales","lenea","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;executiveflooraccess","EMP166","Full-time","/bin/bash","","(707) 555-3823","(707) 555-3824","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"heinrif","Heinrich","Fischer","Heinrich Fischer","Active","employee","IT Manager","Operations","arturol","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP258","Full-time","/bin/bash","","(206) 555-3325","(206) 555-3326","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
"howardg","Howard","Gonzalez","Howard Gonzalez","Active","employee","Salesperson","Sales","lenea","all-staff;allemployees;fulltimeemployees;sales;londonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP157","Full-time","/bin/bash","","(20) 5555-6851","","100 London Bridge St","London","UK","SE1 9SG","en-GB","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"hugog","Hugo","Garcia","Hugo Garcia","Active","contractor","Strategy Consultant","1099 Contractor","jennim","contractors;allcontractors;contractworkers;seattlemainoffice","EMP108","Contractor","/bin/bash","","(206) 555-6852","(206) 555-6853","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"humbera","Humberto","Acevedo","Humberto Acevedo","Active","contractor","Project Manager","1099 Contractor","briang","contractors;allcontractors;contractworkers;seattlemainoffice;managers","EMP095","Contractor","/bin/bash","","(206) 555-9549","(206) 555-9550","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"iant","Ian","Tien","Ian Tien","Active","employee","HR Specialist","Human Resources","amya","all-staff;allemployees;fulltimeemployees;humanresources;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;colorprinteraccess","EMP222","Full-time","/bin/bash","","(206) 555-1437","(206) 555-1438","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Human Resources)"
"ibent","Iben","Thorell","Iben Thorell","Active","employee","Strategy Consultant","Strategy Consulting","brads","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;zrichsiteaccess","EMP128","Full-time","/bin/bash","","(206) 555-7167","(206) 555-7168","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"idanr","Idan","Rubin","Idan Rubin","Active","employee","Strategy Consultant","Strategy Consulting","brads","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;executivecomputing;salescomputing;projectfileaccess","EMP083","Full-time","/bin/bash","","(206) 555-5862","(206) 555-5863","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"ivos","Ivo","Salmre","Ivo Salmre","Active","employee","Project Manager","Project Management","andrewm","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP156","Full-time","/bin/bash","","(206) 555-2699","(206) 555-2700","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"jackc","Jack","Creasey","Jack Creasey","Active","employee","Managing Director","Sales Engagement Management","danp","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;directors;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;executiveflooraccess","EMP014","Full-time","/bin/bash","","(206) 555-4676","(206) 555-4677","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales Engagement Management)"
"jakas","Jaka","Stele","Jaka Stele","Active","contractor","Project Manager","1099 Contractor","briang","contractors;allcontractors;contractworkers;seattlemainoffice;managers","EMP113","Contractor","/bin/bash","","(206) 555-6963","(206) 555-6964","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"jamesl","James","Lee","James Lee","Disabled","employee","Former Senior Accountant","Accounting","karimm","all-staff;allemployees;fulltimeemployees;accounting;seattlefinanceoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP284","Full-time","/bin/bash","","(206) 555-7023","(206) 555-7024","789 Financial Center","Seattle","WA","98103","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Accounting)"
"jamesw","James","Wittrell","James Wittrell","Active","employee","Accountant","Accounting","karimm","all-staff;allemployees;fulltimeemployees;accounting;seattlefinanceoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;softwareinstallation","EMP121","Full-time","/bin/bash","","(415) 555-2597","(415) 555-2598","789 Financial Center","Seattle","WA","98103","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Accounting)"
"jamesw2","James","Wilson","James Wilson","Active","intern","Marketing Intern","Marketing","kellyk","all-staff;allinterns;internemployees;marketing;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;colorprinteraccess","INT002","Intern","/bin/bash","","(206) 555-9102","(206) 555-9103","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Marketing)"
"jamier","Jamie","Reding","Jamie Reding","Active","employee","Salesperson","Sales Engagement Management","davids","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP193","Full-time","/bin/bash","","(206) 555-2363","(206) 555-2364","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales Engagement Management)"
"jank","Jan","Kotas","Jan Kotas","Active","employee","Strategy Consultant","Strategy Consulting","brads","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;executivecomputing;salescomputing;projectfileaccess;genvefinancereview","EMP136","Full-time","/bin/bash","","(206) 555-4747","(206) 555-4748","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"jasonc","Jason","Carlson","Jason Carlson","Active","employee","CRM Consultant","CRM Strategy","syeda","all-staff;allemployees;fulltimeemployees;crmstrategy;londonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP080","Full-time","/bin/bash","","(20) 5555-6548","","100 London Bridge St","London","UK","SE1 9SG","en-GB","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (CRM Strategy)"
"jeffh","Jeff","Hay","Jeff Hay","Active","employee","CVP of Operations","Executive","frankm1","all-staff;allemployees;fulltimeemployees;executives;seattlemainoffice;vpsandabove;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;executiveflooraccess","EMP010","Full-time","/bin/bash","","(425) 555-0187","(425) 555-0188","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Executive)"
"jeffw","Jeff","Williams","Jeff Williams","Active","employee","CRM Consultant","CRM Strategy","syeda","all-staff;allemployees;fulltimeemployees;crmstrategy;londonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP072","Full-time","/bin/bash","","(20) 5555-2592","","100 London Bridge St","London","UK","SE1 9SG","en-GB","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (CRM Strategy)"
"jellev","Jelle","Visser","Jelle Visser","Active","employee","Procurement Manager","Operations","keithd","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;softwareinstallation","EMP212","Full-time","/bin/bash","","(206) 555-4932","(206) 555-4933","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
"jenniferw","Jennifer","Williams","Jennifer Williams","Disabled","employee","Former Marketing Coordinator","Marketing","kellyk","all-staff;allemployees;fulltimeemployees;marketing;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;colorprinteraccess","EMP275","Full-time","/bin/bash","","(206) 555-7005","(206) 555-7006","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Marketing)"
"jennim","Jenni","Merrifield","Jenni Merrifield","Active","employee","Strategy Consultant","Strategy Consulting","davidm","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP038","Full-time","/bin/bash","","(206) 555-3965","(206) 555-3966","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"jennyl","Jenny","Lysaker","Jenny Lysaker","Active","employee","Salesperson","Sales","aprils","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;laptopusers;executivecomputing;salescomputing;genvefinancereview","EMP265","Full-time","/bin/bash","","(860) 555-4516","(860) 555-4517","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"jeremyl","Jeremy","Los","Jeremy Los","Active","contractor","Strategy Consultant","1099 Contractor","jennim","contractors;allcontractors;contractworkers;seattlemainoffice","EMP109","Contractor","/bin/bash","","(206) 555-8792","(206) 555-8793","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"jespera","Jesper","Aaberg","Jesper Aaberg","Active","employee","Project Manager","Project Management","chrisn","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP177","Full-time","/bin/bash","","(206) 555-1783","(206) 555-1784","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"jessica","Jessica","Arnold","Jessica Arnold","Active","contractor","Project Manager","1099 Contractor","briang","contractors;allcontractors;contractworkers;seattlemainoffice;managers","EMP105","Contractor","/bin/bash","","(206) 555-3415","(206) 555-3416","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"jesuse","Jesus","Escolar","Jesus Escolar","Active","employee","Strategy Consultant","Strategy Consulting","aaronp","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;executiveflooraccess","EMP082","Full-time","/bin/bash","","(206) 555-5784","(206) 555-5785","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"jillf","Jill","Frank","Jill Frank","Active","employee","Accountant","Accounting","karimm","all-staff;allemployees;fulltimeemployees;accounting;seattlefinanceoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP140","Full-time","/bin/bash","","(425) 555-9559","(425) 555-9560","789 Financial Center","Seattle","WA","98103","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Accounting)"
"jimc","Jim","Corbin","Jim Corbin","Active","employee","Strategy Consultant","Strategy Consulting","davidm","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;softwareinstallation","EMP081","Full-time","/bin/bash","","(206) 555-8157","(206) 555-8158","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"jimd","Jim","Daly","Jim Daly","Active","employee","CFO","Executive","danj","all-staff;allemployees;fulltimeemployees;executives;seattlemainoffice;clevel;vpsandabove;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP190","Full-time","/bin/bash","","(425) 555-0116","(425) 555-0117","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Executive)"
"jiml","Jim","Lucey","Jim Lucey","Active","employee","Content Management Consultant","Content Management Consulting","stano","all-staff;allemployees;fulltimeemployees;contentmanagement;londonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP053","Full-time","/bin/bash","","(20) 5555-1626","","100 London Bridge St","London","UK","SE1 9SG","en-GB","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Content Management Consulting)"
"job","Jo","Berry","Jo Berry","Active","employee","Manager","Operations","bens","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;laptopusers;executivecomputing;salescomputing;genvefinancereview","EMP245","Full-time","/bin/bash","","(206) 555-9867","(206) 555-9868","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
"joell","Joel","Lachance","Joel Lachance","Active","employee","Accountant","Accounting","karimm","all-staff;allemployees;fulltimeemployees;accounting;seattlefinanceoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;hrapplications","EMP141","Full-time","/bin/bash","","(206) 555-6848","(206) 555-6849","789 Financial Center","Seattle","WA","98103","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Accounting)"
"johne","John","John","John John","Active","employee","Strategy Consultant","Strategy Consulting","aaronp","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP142","Full-time","/bin/bash","","(206) 555-5846","(206) 555-5847","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"johnev","John","Evans","John Evans","Active","employee","Marketing Specialist","Marketing","kellyk","all-staff;allemployees;fulltimeemployees;marketing;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;monitoringsystemaccess","EMP257","Full-time","/bin/bash","","(206) 555-8951","(206) 555-8952","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Marketing)"
"johng","John","Ganio","John Ganio","Active","contractor","Strategy Consultant","1099 Contractor","jennim","contractors;allcontractors;contractworkers;seattlemainoffice","EMP110","Contractor","/bin/bash","","(206) 555-6235","(206) 555-6236","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"johnk","John","Kane","John Kane","Active","employee","Salesperson","Sales","joses","all-staff;allemployees;fulltimeemployees;sales;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;softwareinstallation","EMP133","Full-time","/bin/bash","","(214) 555-8332","(214) 555-8333","890 Commerce St","Dallas","TX","75202","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"johny","John","Yokum","John Yokum","Active","employee","Strategy Consultant","Strategy Consulting","ellena","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP093","Full-time","/bin/bash","","(206) 555-8147","(206) 555-8148","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"jong","Jon","Grande","Jon Grande","Active","employee","Manager","Operations","erikac","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP244","Full-time","/bin/bash","","(206) 555-7649","(206) 555-7650","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
"jonj","Jon","Jaffe","Jon Jaffe","Active","employee","Strategy Consultant","Strategy Consulting","brads","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testbackupoperators;laptopusers;executivecomputing;salescomputing;genvefinancereview;ingnierierseau","EMP076","Full-time","/bin/bash","","(206) 555-5499","(206) 555-5500","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"jordaom","Jordao","Moreno","Jordao Moreno","Active","employee","Marketing Specialist","Marketing","kellyk","all-staff;allemployees;fulltimeemployees;marketing;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testremotedesktopusers;finance;hrapplications","EMP266","Full-time","/bin/bash","","(206) 555-6811","(206) 555-6812","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Marketing)"
"josen","José","Niño","José Niño","Active","employee","Senior Network Engineer","Engineering","christk","all-staff;allemployees;fulltimeemployees;engineering;seattleengineeringoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP288","Full-time","/bin/bash","","(206) 555-0311","(206) 555-0312","456 Innovation Drive","Seattle","WA","98102","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Engineering)"
"joses","Jose","Saraiva","Jose Saraiva","Active","employee","Sales Manager","Sales","larryz","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;monitoringsystemaccess","EMP040","Full-time","/bin/bash","","(206) 555-9337","(206) 555-9338","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"joshe","Josh","Edwards","Josh Edwards","Active","employee","Salesperson","Sales","lenea","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP267","Full-time","/bin/bash","","(026) 555-8454","(026) 555-8455","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"juliani","Julian","Isla","Julian Isla","Active","employee","Sr. Business Development Manager","Senior Management","mollyc","all-staff;allemployees;fulltimeemployees;seniormanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP033","Full-time","/bin/bash","","(425) 555-0184","(425) 555-0185","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Senior Management)"
"junc","Jun","Cao","Jun Cao","Active","employee","Strategy Consultant","Strategy Consulting","cesarg","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP143","Full-time","/bin/bash","","(206) 555-3449","(206) 555-3450","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"justint","Justin","Thorp","Justin Thorp","Active","employee","Manager","Operations","erikac","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testbackupoperators;laptopusers;executivecomputing;salescomputing;ingnierierseau","EMP243","Full-time","/bin/bash","","(206) 555-1393","(206) 555-1394","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
"kaia","Kai","Axford","Kai Axford","Active","employee","IT Manager","Operations","arturol","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testremotedesktopusers;finance;hrapplications","EMP250","Full-time","/bin/bash","","(206) 555-9541","(206) 555-9542","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
"karenb","Karen","Berg","Karen Berg","Active","employee","Sr. Account Manager","Senior Management","juliani","all-staff;allemployees;fulltimeemployees;seniormanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;financefileaccess","EMP221","Full-time","/bin/bash","","(425) 555-0174","(425) 555-0175","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Senior Management)"
"karif","Kari","Furse","Kari Furse","Active","employee","Salesperson","Sales","joses","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;monitoringsystemaccess","EMP220","Full-time","/bin/bash","","(541) 555-2668","(541) 555-2669","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"karimm","Karim","Manar","Karim Manar","Active","employee","Controller","Accounting","dianet","all-staff;allemployees;fulltimeemployees;accounting;seattlefinanceoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP008","Full-time","/bin/bash","","(206) 555-4156","(206) 555-4157","789 Financial Center","Seattle","WA","98103","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Accounting)"
"karinl","Karin","Lamb","Karin Lamb","Active","employee","CRM Consultant","CRM Strategy","syeda","all-staff;allemployees;fulltimeemployees;crmstrategy;londonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP055","Full-time","/bin/bash","","(20) 5555-9834","","100 London Bridge St","London","UK","SE1 9SG","en-GB","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (CRM Strategy)"
"katet","Kate","Taneyhill","Kate Taneyhill","Active","employee","Senior Engineer","Engineering Operations","carolt","all-staff;allemployees;fulltimeemployees;engineeringoperations;seattleengineeringoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP233","Full-time","/bin/bash","","(206) 555-2732","(206) 555-2733","456 Innovation Drive","Seattle","WA","98102","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Engineering Operations)"
"keithd","Keith","Dishmo","Keith Dishmo","Active","employee","Procurement Manager","Operations","adamb","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testbackupoperators;laptopusers;executivecomputing;ingnierierseau","EMP039","Full-time","/bin/bash","","(206) 555-7436","(206) 555-7437","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
"kellyk","Kelly","Krout","Kelly Krout","Active","employee","Marketing Manager","Marketing","adamb","all-staff;allemployees;fulltimeemployees;marketing;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testremotedesktopusers;finance;hrapplications","EMP035","Full-time","/bin/bash","","(206) 555-6511","(206) 555-6512","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Marketing)"
"kellyw","Kelly","Weadock","Kelly Weadock","Active","employee","CTO of Professional Services","Operations","adamb","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;clevel;vpsandabove;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;financefileaccess","EMP021","Full-time","/bin/bash","","(206) 555-8936","(206) 555-8937","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
