"DeviceName","DeviceType","AssignedUser","Office","Description","OperatingSystem","SerialNumber","AssetTag","IPAddress","MACAddress","LastLogon","Enabled","Department","Manufacturer","Model"
"SEA-STRATE-125","Workstation","Anne Weiler","Seattle - Main","Workstation for Strategy Consultant Anne Weiler","Windows 11 Pro","SN125-WS-2024","AT-125","10.214.10.123","00:11:22:33:44:7D","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-095","Mobile Device","Anne Weiler","Seattle - Main","Mobile device for Anne Weiler","iOS 17","IMEI-095-2024","MOB-095","10.214.10.124","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-STRATE-126","Workstation","Allison Brown","Seattle - Main","Workstation for Strategy Consultant Allison Brown","Windows 11 Pro","SN126-WS-2024","AT-126","10.214.10.125","00:11:22:33:44:7E","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-096","Mobile Device","Allison Brown","Seattle - Main","Mobile device for Allison Brown","iOS 17","IMEI-096-2024","MOB-096","10.214.10.126","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-ENG-ENGINE-127","Workstation","Valery Ushakov","Seattle - Engineering","Workstation for Engineer Valery Ushakov","Windows 11 Pro for Workstations","SN127-WS-2024","AT-127","10.214.14.30","00:11:22:33:44:7F","2025-08-01 16:46:15","True","Engineering Operations","Dell","Precision 5570"
"MOBILE-097","Mobile Device","Valery Ushakov","Seattle - Engineering","Mobile device for Valery Ushakov","iOS 17","IMEI-097-2024","MOB-097","10.214.14.31","","2025-08-02 14:46:15","True","Engineering Operations","Apple","iPhone 15"
"LON-CRMSTR-128","Workstation","Tosh Meston","London - International","Workstation for CRM Consultant Tosh Meston","Windows 11 Pro","SN128-WS-2024","AT-128","10.214.54.41","00:11:22:33:44:80","2025-08-01 16:46:15","True","CRM Strategy","Dell","OptiPlex 3090"
"MOBILE-098","Mobile Device","Tosh Meston","London - International","Mobile device for Tosh Meston","iOS 17","IMEI-098-2024","MOB-098","10.214.54.42","","2025-08-02 14:46:15","True","CRM Strategy","Apple","iPhone 15"
"SEA-CONTEN-129","Workstation","Sanjay Patel","Seattle - Main","Workstation for Content Management Consultant Sanjay Patel","Windows 11 Pro","SN129-WS-2024","AT-129","10.214.10.127","00:11:22:33:44:81","2025-08-01 16:46:15","True","Content Management Consulting","Dell","OptiPlex 3090"
"MOBILE-099","Mobile Device","Sanjay Patel","Seattle - Main","Mobile device for Sanjay Patel","iOS 17","IMEI-099-2024","MOB-099","10.214.10.128","","2025-08-02 14:46:15","True","Content Management Consulting","Apple","iPhone 15"
"NYC-STRATE-130","Workstation","Roland Wacker","New York - Strategy","Workstation for Strategy Consultant Roland Wacker","Windows 11 Pro","SN130-WS-2024","AT-130","10.214.26.42","00:11:22:33:44:82","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-100","Mobile Device","Roland Wacker","New York - Strategy","Mobile device for Roland Wacker","iOS 17","IMEI-100-2024","MOB-100","10.214.26.43","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-CONTRC-131","Workstation","David Derwin","Seattle - Main","Workstation for Project Manager David Derwin","Windows 11 Pro","SN131-WS-2024","AT-131","10.214.10.129","00:11:22:33:44:83","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-101","Mobile Device","David Derwin","Seattle - Main","Mobile device for David Derwin","iOS 17","IMEI-101-2024","MOB-101","10.214.10.130","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-131","Workstation","David Derwin","Seattle - Main","Executive laptop for David Derwin","Windows 11 Pro","SN-LAP-131-2024","LAP-131","10.214.10.131","00:11:22:33:EE:83","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-STRATE-132","Workstation","John Yokum","Seattle - Main","Workstation for Strategy Consultant John Yokum","Windows 11 Pro","SN132-WS-2024","AT-132","10.214.10.132","00:11:22:33:44:84","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-102","Mobile Device","John Yokum","Seattle - Main","Mobile device for John Yokum","iOS 17","IMEI-102-2024","MOB-102","10.214.10.133","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-CONTRC-133","Workstation","Scott Rockfield","Seattle - Main","Workstation for Project Manager Scott Rockfield","Windows 11 Pro","SN133-WS-2024","AT-133","10.214.10.134","00:11:22:33:44:85","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-103","Mobile Device","Scott Rockfield","Seattle - Main","Mobile device for Scott Rockfield","iOS 17","IMEI-103-2024","MOB-103","10.214.10.135","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-133","Workstation","Scott Rockfield","Seattle - Main","Executive laptop for Scott Rockfield","Windows 11 Pro","SN-LAP-133-2024","LAP-133","10.214.10.136","00:11:22:33:EE:85","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-134","Workstation","Humberto Acevedo","Seattle - Main","Workstation for Project Manager Humberto Acevedo","Windows 11 Pro","SN134-WS-2024","AT-134","10.214.10.137","00:11:22:33:44:86","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-104","Mobile Device","Humberto Acevedo","Seattle - Main","Mobile device for Humberto Acevedo","iOS 17","IMEI-104-2024","MOB-104","10.214.10.138","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-134","Workstation","Humberto Acevedo","Seattle - Main","Executive laptop for Humberto Acevedo","Windows 11 Pro","SN-LAP-134-2024","LAP-134","10.214.10.139","00:11:22:33:EE:86","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-135","Workstation","David So","Seattle - Main","Workstation for Project Manager David So","Windows 11 Pro","SN135-WS-2024","AT-135","10.214.10.140","00:11:22:33:44:87","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-105","Mobile Device","David So","Seattle - Main","Mobile device for David So","iOS 17","IMEI-105-2024","MOB-105","10.214.10.141","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-135","Workstation","David So","Seattle - Main","Executive laptop for David So","Windows 11 Pro","SN-LAP-135-2024","LAP-135","10.214.10.142","00:11:22:33:EE:87","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-136","Workstation","Anders Madsen","Seattle - Main","Workstation for Project Manager Anders Madsen","Windows 11 Pro","SN136-WS-2024","AT-136","10.214.10.143","00:11:22:33:44:88","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-106","Mobile Device","Anders Madsen","Seattle - Main","Mobile device for Anders Madsen","iOS 17","IMEI-106-2024","MOB-106","10.214.10.144","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-136","Workstation","Anders Madsen","Seattle - Main","Executive laptop for Anders Madsen","Windows 11 Pro","SN-LAP-136-2024","LAP-136","10.214.10.145","00:11:22:33:EE:88","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-137","Workstation","Alexandre Silva","Seattle - Main","Workstation for Project Manager Alexandre Silva","Windows 11 Pro","SN137-WS-2024","AT-137","10.214.10.146","00:11:22:33:44:89","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-107","Mobile Device","Alexandre Silva","Seattle - Main","Mobile device for Alexandre Silva","iOS 17","IMEI-107-2024","MOB-107","10.214.10.147","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-137","Workstation","Alexandre Silva","Seattle - Main","Executive laptop for Alexandre Silva","Windows 11 Pro","SN-LAP-137-2024","LAP-137","10.214.10.148","00:11:22:33:EE:89","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-138","Workstation","Stuart Munson","Seattle - Main","Workstation for Project Manager Stuart Munson","Windows 11 Pro","SN138-WS-2024","AT-138","10.214.10.149","00:11:22:33:44:8A","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-108","Mobile Device","Stuart Munson","Seattle - Main","Mobile device for Stuart Munson","iOS 17","IMEI-108-2024","MOB-108","10.214.10.150","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-138","Workstation","Stuart Munson","Seattle - Main","Executive laptop for Stuart Munson","Windows 11 Pro","SN-LAP-138-2024","LAP-138","10.214.10.151","00:11:22:33:EE:8A","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-139","Workstation","Qiong Wu","Seattle - Main","Workstation for Project Manager Qiong Wu","Windows 11 Pro","SN139-WS-2024","AT-139","10.214.10.152","00:11:22:33:44:8B","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-109","Mobile Device","Qiong Wu","Seattle - Main","Mobile device for Qiong Wu","iOS 17","IMEI-109-2024","MOB-109","10.214.10.153","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-139","Workstation","Qiong Wu","Seattle - Main","Executive laptop for Qiong Wu","Windows 11 Pro","SN-LAP-139-2024","LAP-139","10.214.10.154","00:11:22:33:EE:8B","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-140","Workstation","Michiko Osada","Seattle - Main","Workstation for Project Manager Michiko Osada","Windows 11 Pro","SN140-WS-2024","AT-140","10.214.10.155","00:11:22:33:44:8C","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-110","Mobile Device","Michiko Osada","Seattle - Main","Mobile device for Michiko Osada","iOS 17","IMEI-110-2024","MOB-110","10.214.10.156","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-140","Workstation","Michiko Osada","Seattle - Main","Executive laptop for Michiko Osada","Windows 11 Pro","SN-LAP-140-2024","LAP-140","10.214.10.157","00:11:22:33:EE:8C","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-141","Workstation","Michael Zeman","Seattle - Main","Workstation for Project Manager Michael Zeman","Windows 11 Pro","SN141-WS-2024","AT-141","10.214.10.158","00:11:22:33:44:8D","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-111","Mobile Device","Michael Zeman","Seattle - Main","Mobile device for Michael Zeman","iOS 17","IMEI-111-2024","MOB-111","10.214.10.159","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-141","Workstation","Michael Zeman","Seattle - Main","Executive laptop for Michael Zeman","Windows 11 Pro","SN-LAP-141-2024","LAP-141","10.214.10.160","00:11:22:33:EE:8D","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-142","Workstation","Maurice Taylor","Seattle - Main","Workstation for Project Manager Maurice Taylor","Windows 11 Pro","SN142-WS-2024","AT-142","10.214.10.161","00:11:22:33:44:8E","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-112","Mobile Device","Maurice Taylor","Seattle - Main","Mobile device for Maurice Taylor","iOS 17","IMEI-112-2024","MOB-112","10.214.10.162","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-142","Workstation","Maurice Taylor","Seattle - Main","Executive laptop for Maurice Taylor","Windows 11 Pro","SN-LAP-142-2024","LAP-142","10.214.10.163","00:11:22:33:EE:8E","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-143","Workstation","Guido Pica","Seattle - Main","Workstation for Project Manager Guido Pica","Windows 11 Pro","SN143-WS-2024","AT-143","10.214.10.164","00:11:22:33:44:8F","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-113","Mobile Device","Guido Pica","Seattle - Main","Mobile device for Guido Pica","iOS 17","IMEI-113-2024","MOB-113","10.214.10.165","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-143","Workstation","Guido Pica","Seattle - Main","Executive laptop for Guido Pica","Windows 11 Pro","SN-LAP-143-2024","LAP-143","10.214.10.166","00:11:22:33:EE:8F","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-144","Workstation","Jessica Arnold","Seattle - Main","Workstation for Project Manager Jessica Arnold","Windows 11 Pro","SN144-WS-2024","AT-144","10.214.10.167","00:11:22:33:44:90","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-114","Mobile Device","Jessica Arnold","Seattle - Main","Mobile device for Jessica Arnold","iOS 17","IMEI-114-2024","MOB-114","10.214.10.168","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-144","Workstation","Jessica Arnold","Seattle - Main","Executive laptop for Jessica Arnold","Windows 11 Pro","SN-LAP-144-2024","LAP-144","10.214.10.169","00:11:22:33:EE:90","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-FIN-ACCOUN-145","Workstation","Chase Carpenter","Seattle - Finance","Workstation for Accountant Chase Carpenter","Windows 11 Pro","SN145-WS-2024","AT-145","10.214.18.12","00:11:22:33:44:91","2025-08-01 16:46:15","True","Accounting","Dell","OptiPlex 5090"
"MOBILE-115","Mobile Device","Chase Carpenter","Seattle - Finance","Mobile device for Chase Carpenter","iOS 17","IMEI-115-2024","MOB-115","10.214.18.13","","2025-08-02 14:46:15","True","Accounting","Apple","iPhone 15"
"SEA-CONTRC-146","Workstation","Terrence Phillip","Seattle - Main","Workstation for Strategy Consultant Terrence Phillip","Windows 11 Pro","SN146-WS-2024","AT-146","10.214.10.170","00:11:22:33:44:92","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-116","Mobile Device","Terrence Phillip","Seattle - Main","Mobile device for Terrence Phillip","iOS 17","IMEI-116-2024","MOB-116","10.214.10.171","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"SEA-CONTRC-147","Workstation","Hugo Garcia","Seattle - Main","Workstation for Strategy Consultant Hugo Garcia","Windows 11 Pro","SN147-WS-2024","AT-147","10.214.10.172","00:11:22:33:44:93","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-117","Mobile Device","Hugo Garcia","Seattle - Main","Mobile device for Hugo Garcia","iOS 17","IMEI-117-2024","MOB-117","10.214.10.173","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"SEA-CONTRC-148","Workstation","Jeremy Los","Seattle - Main","Workstation for Strategy Consultant Jeremy Los","Windows 11 Pro","SN148-WS-2024","AT-148","10.214.10.174","00:11:22:33:44:94","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-118","Mobile Device","Jeremy Los","Seattle - Main","Mobile device for Jeremy Los","iOS 17","IMEI-118-2024","MOB-118","10.214.10.175","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"SEA-CONTRC-149","Workstation","John Ganio","Seattle - Main","Workstation for Strategy Consultant John Ganio","Windows 11 Pro","SN149-WS-2024","AT-149","10.214.10.176","00:11:22:33:44:95","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-119","Mobile Device","John Ganio","Seattle - Main","Mobile device for John Ganio","iOS 17","IMEI-119-2024","MOB-119","10.214.10.177","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"SEA-CONTRC-150","Workstation","Lina Abola","Seattle - Main","Workstation for Strategy Consultant Lina Abola","Windows 11 Pro","SN150-WS-2024","AT-150","10.214.10.178","00:11:22:33:44:96","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-120","Mobile Device","Lina Abola","Seattle - Main","Mobile device for Lina Abola","iOS 17","IMEI-120-2024","MOB-120","10.214.10.179","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"SEA-CONTRC-151","Workstation","Mark Hanson","Seattle - Main","Workstation for Strategy Consultant Mark Hanson","Windows 11 Pro","SN151-WS-2024","AT-151","10.214.10.180","00:11:22:33:44:97","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-121","Mobile Device","Mark Hanson","Seattle - Main","Mobile device for Mark Hanson","iOS 17","IMEI-121-2024","MOB-121","10.214.10.181","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"SEA-CONTRC-152","Workstation","Jaka Stele","Seattle - Main","Workstation for Project Manager Jaka Stele","Windows 11 Pro","SN152-WS-2024","AT-152","10.214.10.182","00:11:22:33:44:98","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-122","Mobile Device","Jaka Stele","Seattle - Main","Mobile device for Jaka Stele","iOS 17","IMEI-122-2024","MOB-122","10.214.10.183","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-152","Workstation","Jaka Stele","Seattle - Main","Executive laptop for Jaka Stele","Windows 11 Pro","SN-LAP-152-2024","LAP-152","10.214.10.184","00:11:22:33:EE:98","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-153","Workstation","Steven Wright","Seattle - Main","Workstation for Strategy Consultant Steven Wright","Windows 11 Pro","SN153-WS-2024","AT-153","10.214.10.185","00:11:22:33:44:99","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-123","Mobile Device","Steven Wright","Seattle - Main","Mobile device for Steven Wright","iOS 17","IMEI-123-2024","MOB-123","10.214.10.186","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"SEA-CONTRC-154","Workstation","Dough Mahugh","Seattle - Main","Workstation for Project Manager Dough Mahugh","Windows 11 Pro","SN154-WS-2024","AT-154","10.214.10.187","00:11:22:33:44:9A","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-124","Mobile Device","Dough Mahugh","Seattle - Main","Mobile device for Dough Mahugh","iOS 17","IMEI-124-2024","MOB-124","10.214.10.188","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-154","Workstation","Dough Mahugh","Seattle - Main","Executive laptop for Dough Mahugh","Windows 11 Pro","SN-LAP-154-2024","LAP-154","10.214.10.189","00:11:22:33:EE:9A","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-155","Workstation","Andrea Dunker","Seattle - Main","Workstation for Project Manager Andrea Dunker","Windows 11 Pro","SN155-WS-2024","AT-155","10.214.10.190","00:11:22:33:44:9B","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-125","Mobile Device","Andrea Dunker","Seattle - Main","Mobile device for Andrea Dunker","iOS 17","IMEI-125-2024","MOB-125","10.214.10.191","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-155","Workstation","Andrea Dunker","Seattle - Main","Executive laptop for Andrea Dunker","Windows 11 Pro","SN-LAP-155-2024","LAP-155","10.214.10.192","00:11:22:33:EE:9B","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-156","Workstation","Carlos Grilo","Seattle - Main","Workstation for Project Manager Carlos Grilo","Windows 11 Pro","SN156-WS-2024","AT-156","10.214.10.193","00:11:22:33:44:9C","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-126","Mobile Device","Carlos Grilo","Seattle - Main","Mobile device for Carlos Grilo","iOS 17","IMEI-126-2024","MOB-126","10.214.10.194","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-156","Workstation","Carlos Grilo","Seattle - Main","Executive laptop for Carlos Grilo","Windows 11 Pro","SN-LAP-156-2024","LAP-156","10.214.10.195","00:11:22:33:EE:9C","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-157","Workstation","Chris McGurk","Seattle - Main","Workstation for Project Manager Chris McGurk","Windows 11 Pro","SN157-WS-2024","AT-157","10.214.10.196","00:11:22:33:44:9D","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-127","Mobile Device","Chris McGurk","Seattle - Main","Mobile device for Chris McGurk","iOS 17","IMEI-127-2024","MOB-127","10.214.10.197","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-157","Workstation","Chris McGurk","Seattle - Main","Executive laptop for Chris McGurk","Windows 11 Pro","SN-LAP-157-2024","LAP-157","10.214.10.198","00:11:22:33:EE:9D","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-158","Workstation","Dan Bacon","Seattle - Main","Workstation for Project Manager Dan Bacon","Windows 11 Pro","SN158-WS-2024","AT-158","10.214.10.199","00:11:22:33:44:9E","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-128","Mobile Device","Dan Bacon","Seattle - Main","Mobile device for Dan Bacon","iOS 17","IMEI-128-2024","MOB-128","10.214.10.200","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-158","Workstation","Dan Bacon","Seattle - Main","Executive laptop for Dan Bacon","Windows 11 Pro","SN-LAP-158-2024","LAP-158","10.214.10.201","00:11:22:33:EE:9E","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-CONTRC-159","Workstation","Daniel Durrer","Seattle - Main","Workstation for Project Manager Daniel Durrer","Windows 11 Pro","SN159-WS-2024","AT-159","10.214.10.202","00:11:22:33:44:9F","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-129","Mobile Device","Daniel Durrer","Seattle - Main","Mobile device for Daniel Durrer","iOS 17","IMEI-129-2024","MOB-129","10.214.10.203","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"LAPTOP-159","Workstation","Daniel Durrer","Seattle - Main","Executive laptop for Daniel Durrer","Windows 11 Pro","SN-LAP-159-2024","LAP-159","10.214.10.204","00:11:22:33:EE:9F","2025-08-02 11:46:15","True","1099 Contractor","Dell","Latitude 9330"
"SEA-FIN-ACCOUN-160","Workstation","James Wittrell","Seattle - Finance","Workstation for Accountant James Wittrell","Windows 11 Pro","SN160-WS-2024","AT-160","10.214.18.14","00:11:22:33:44:A0","2025-08-01 16:46:15","True","Accounting","Dell","OptiPlex 5090"
"MOBILE-130","Mobile Device","James Wittrell","Seattle - Finance","Mobile device for James Wittrell","iOS 17","IMEI-130-2024","MOB-130","10.214.18.15","","2025-08-02 14:46:15","True","Accounting","Apple","iPhone 15"
"SEA-CONTRC-161","Workstation","Scott MacDonald","Seattle - Main","Workstation for Strategy Consultant Scott MacDonald","Windows 11 Pro","SN161-WS-2024","AT-161","10.214.10.205","00:11:22:33:44:A1","2025-08-01 16:46:15","True","1099 Contractor","Dell","Latitude 5420"
"MOBILE-131","Mobile Device","Scott MacDonald","Seattle - Main","Mobile device for Scott MacDonald","iOS 17","IMEI-131-2024","MOB-131","10.214.10.206","","2025-08-02 14:46:15","True","1099 Contractor","Apple","iPhone SE"
"SEA-STRATE-162","Workstation","Renee Lo","Seattle - Main","Workstation for Strategy Consultant Renee Lo","Windows 11 Pro","SN162-WS-2024","AT-162","10.214.10.207","00:11:22:33:44:A2","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-132","Mobile Device","Renee Lo","Seattle - Main","Mobile device for Renee Lo","iOS 17","IMEI-132-2024","MOB-132","10.214.10.208","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"NYC-CONTEN-163","Workstation","Cari Drummelle","New York - Strategy","Workstation for Content Management Consultant Cari Drummelle","Windows 11 Pro","SN163-WS-2024","AT-163","10.214.26.44","00:11:22:33:44:A3","2025-08-01 16:46:15","True","Content Management Consulting","Dell","OptiPlex 3090"
"MOBILE-133","Mobile Device","Cari Drummelle","New York - Strategy","Mobile device for Cari Drummelle","iOS 17","IMEI-133-2024","MOB-133","10.214.26.45","","2025-08-02 14:46:15","True","Content Management Consulting","Apple","iPhone 15"
"SEA-CONTEN-164","Workstation","Alfons Parovszky","Seattle - Main","Workstation for Content Management Consultant Alfons Parovszky","Windows 11 Pro","SN164-WS-2024","AT-164","10.214.10.209","00:11:22:33:44:A4","2025-08-01 16:46:15","True","Content Management Consulting","Dell","OptiPlex 3090"
"MOBILE-134","Mobile Device","Alfons Parovszky","Seattle - Main","Mobile device for Alfons Parovszky","iOS 17","IMEI-134-2024","MOB-134","10.214.10.210","","2025-08-02 14:46:15","True","Content Management Consulting","Apple","iPhone 15"
"SEA-CONTEN-165","Workstation","Matt Hink","Seattle - Main","Workstation for Content Management Consultant Matt Hink","Windows 11 Pro","SN165-WS-2024","AT-165","10.214.10.211","00:11:22:33:44:A5","2025-08-01 16:46:15","True","Content Management Consulting","Dell","OptiPlex 3090"
"MOBILE-135","Mobile Device","Matt Hink","Seattle - Main","Mobile device for Matt Hink","iOS 17","IMEI-135-2024","MOB-135","10.214.10.212","","2025-08-02 14:46:15","True","Content Management Consulting","Apple","iPhone 15"
"LON-CRMSTR-166","Workstation","Lorraine Nay","London - International","Workstation for CRM Consultant Lorraine Nay","Windows 11 Pro","SN166-WS-2024","AT-166","10.214.54.43","00:11:22:33:44:A6","2025-08-01 16:46:15","True","CRM Strategy","Dell","OptiPlex 3090"
"MOBILE-136","Mobile Device","Lorraine Nay","London - International","Mobile device for Lorraine Nay","iOS 17","IMEI-136-2024","MOB-136","10.214.54.44","","2025-08-02 14:46:15","True","CRM Strategy","Apple","iPhone 15"
"SEA-STRATE-167","Workstation","Iben Thorell","Seattle - Main","Workstation for Strategy Consultant Iben Thorell","Windows 11 Pro","SN167-WS-2024","AT-167","10.214.10.213","00:11:22:33:44:A7","2025-08-01 16:46:15","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-137","Mobile Device","Iben Thorell","Seattle - Main","Mobile device for Iben Thorell","iOS 17","IMEI-137-2024","MOB-137","10.214.10.214","","2025-08-02 14:46:15","True","Strategy Consulting","Apple","iPhone 15"
"SEA-CONTEN-168","Workstation","Magnus Hedlund","Seattle - Main","Workstation for Business Process Manager Magnus Hedlund","Windows 11 Pro","SN168-WS-2024","AT-168","10.214.10.215","00:11:22:33:44:A8","2025-08-01 16:46:15","True","Content Management Consulting","Dell","OptiPlex 3090"
"MOBILE-138","Mobile Device","Magnus Hedlund","Seattle - Main","Mobile device for Magnus Hedlund","iOS 17","IMEI-138-2024","MOB-138","10.214.10.216","","2025-08-02 14:46:15","True","Content Management Consulting","Apple","iPhone 15"
"LAPTOP-168","Workstation","Magnus Hedlund","Seattle - Main","Executive laptop for Magnus Hedlund","Windows 11 Pro","SN-LAP-168-2024","LAP-168","10.214.10.217","00:11:22:33:EE:A8","2025-08-02 11:46:15","True","Content Management Consulting","Dell","Latitude 9330"
"SEA-CONTEN-169","Workstation","Erik Andersen","Seattle - Main","Workstation for Content Management Consultant Erik Andersen","Windows 11 Pro","SN169-WS-2024","AT-169","10.214.10.218","00:11:22:33:44:A9","2025-08-01 16:46:15","True","Content Management Consulting","Dell","OptiPlex 3090"
