"Key","GivenName","Surname","DisplayName","Department","JobTitle","UsageLocation","AccountEnabled","Manager","EmployeeId","EmployeeType","MailDiffersFromUpn","Tier","Purpose"
"brianc","Brian","Cox","Brian Cox","Operations","Procurement Manager","IE","TRUE","keithd","EMP260","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Operations)"
"patricd","Patricia","Doyle","Patricia Doyle","Sales","Salesperson","ES","TRUE","lenea","EMP261","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Sales)"
"rong","Ron","Gabel","Ron Gabel","Sales","Salesperson","GB","TRUE","aprils","EMP262","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Sales)"
"shmuely","Shmuel","Yair","Shmuel Yair","Sales","Salesperson","GB","TRUE","davids","EMP263","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Sales)"
"phyllih","Phyllis","Harris","Phyllis Harris","Marketing","Marketing Specialist","IE","TRUE","kellyk","EMP264","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Marketing)"
"jennyl","Jenny","Lysaker","Jenny Lysaker","Sales","Salesperson","IE","TRUE","aprils","EMP265","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Sales)"
"jordaom","Jordao","Moreno","Jordao Moreno","Marketing","Marketing Specialist","JP","TRUE","kellyk","EMP266","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Marketing)"
"joshe","Josh","Edwards","Josh Edwards","Sales","Salesperson","US","TRUE","lenea","EMP267","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Sales)"
"chrisj","Chris","Johnson","Chris Johnson","Marketing","Marketing Specialist","US","TRUE","kellyk","EMP268","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Marketing)"
"krisj","Kris","Johnsen","Kris Johnsen","Operations","IT Manager","AU","TRUE","arturol","EMP269","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Operations)"
"chrisjoh","Chris","Johnson","Chris M. Johnson","Accounting","Accountant","AU","TRUE","karimm","EMP270","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Accounting)"
"chrisjohn","Chris","Johnson","Chris F. Johnson","Engineering Operations","Senior Engineer","ES","TRUE","carolt","EMP271","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Engineering Operations)"
"chrisjohns","Chris","Johnson","Chris A. Johnson","Sales Engagement Management","Salesperson","CA","TRUE","aprils","EMP272","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Sales Engagement Management)"
"sarahc","Sarah","Chen","Sarah Chen","Engineering","Software Engineering Intern","JP","TRUE","christk","INT001","Intern","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Engineering)"
"jamesw2","James","Wilson","James Wilson","Marketing","Marketing Intern","JP","TRUE","kellyk","INT002","Intern","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Marketing)"
"emilyr","Emily","Rodriguez","Emily Rodriguez","Human Resources","HR Intern","US","TRUE","amya","INT003","Intern","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Human Resources)"
"robertt","Robert","Thompson","Robert Thompson","Sales","Former Sales Manager","JP","FALSE","danp","EMP273","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Sales)"
"michaeld","Michael","Davis","Michael Davis","Engineering","Former Software Engineer","US","FALSE","christk","EMP274","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Engineering)"
"jenniferw","Jennifer","Williams","Jennifer Williams","Marketing","Former Marketing Coordinator","JP","FALSE","kellyk","EMP275","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Marketing)"
"davidb2","David","Brown","David Brown","Accounting","Former Junior Accountant","US","FALSE","karimm","EMP276","Contractor","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Accounting)"
"lisamart","Lisa","Martinez","Lisa Martinez","IT Support","Former Help Desk Technician","GB","FALSE","arturol","EMP277","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (IT Support)"
"kevina","Kevin","Anderson","Kevin Anderson","Sales","Sales Representative","JP","TRUE","danp","EMP278","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Sales)"
"susant","Susan","Taylor","Susan Taylor","Engineering","QA Engineer","US","TRUE","christk","EMP279","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Engineering)"
"markj","Mark","Johnson","Mark Johnson","Project Management","Project Coordinator","US","TRUE","alans","EMP280","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Project Management)"
"nancyw","Nancy","White","Nancy White","Human Resources","HR Specialist","CA","TRUE","amya","EMP281","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Human Resources)"
"thomasw","Thomas","Wilson","Thomas Wilson","Operations","Former Operations Manager","US","FALSE","jeffh","EMP282","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Operations)"
"patriciag","Patricia","Garcia","Patricia Garcia","Engineering","DevOps Engineer","AU","TRUE","christk","EMP283","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Engineering)"
"jamesl","James","Lee","James Lee","Accounting","Former Senior Accountant","AU","FALSE","karimm","EMP284","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Accounting)"
"mariar","Maria","Rodriguez","Maria Rodriguez","Marketing","Marketing Analyst","IE","TRUE","kellyk","EMP285","Contractor","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Marketing)"
"christopherm","Christopher","Miller","Christopher Miller","IT Support","Former Network Administrator","JP","FALSE","arturol","EMP286","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (IT Support)"
"michellt","Michelle","Thompson","Michelle Thompson","Sales","Account Executive","US","TRUE","danp","EMP287","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Sales)"
"josen","José","Niño","José Niño","Engineering","Senior Network Engineer","JP","TRUE","christk","EMP288","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Engineering)"
"bjorna","Björn","Åberg","Björn Åberg","Operations","IT Systems Administrator","US","TRUE","arturol","EMP289","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Operations)"
"francoisl","François","Lefèvre","François Lefèvre","Accounting","Financial Analyst","GB","TRUE","karimm","EMP290","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Accounting)"
"reneed","Renée","Dubois","Renée Dubois","Marketing","Marketing Manager","JP","TRUE","dianep","EMP291","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Marketing)"
"zoem","Zoë","Müller","Zoë Müller","Human Resources","HR Specialist","US","TRUE","garthf","EMP292","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Human Resources)"
"larss","Lars","Sørensen","Lars Sørensen","Sales","Account Executive","CA","TRUE","mollyc","EMP293","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Sales)"
"junyuj","俊誉","姜","姜　俊誉","Engineering","Site Reliability Engineer","AU","TRUE","christk","EMP294","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Engineering)"
"taroy","太郎","𠮷田","𠮷田 太郎","Engineering","Build Engineer","DE","TRUE","christk","EMP295","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Engineering)"
"dmitriyv","Дмитрий","Волков","Дмитрий Волков","Operations","Infrastructure Engineer","IE","TRUE","arturol","EMP296","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Operations)"
"giorgosp","Γιώργος","Παπαδόπουλος","Γιώργος Παπαδόπουλος","Accounting","Financial Analyst","US","TRUE","karimm","EMP297","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Accounting)"
"mohammeda","محمد","الأحمد","محمد الأحمد","Operations","Network Engineer","JP","TRUE","arturol","EMP298","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Operations)"
"josem","José","Marchetti","José Marchetti","Marketing","Campaign Manager","US","TRUE","dianep","EMP299","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Marketing)"
"irmaki","Irmak","Işık","Irmak Işık","Human Resources","HR Advisor","US","TRUE","garthf","EMP300","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Human Resources)"
"jurgenw","Jürgen","Weiß","Jürgen Weiß","Sales","Account Executive","ES","TRUE","mollyc","EMP301","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Sales)"
"sunitac","सुनीता","चौधरी","सुनीता चौधरी","Engineering","Data Engineer","US","TRUE","christk","EMP302","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Engineering)"
"liw","丽","王","王　丽","Marketing","Marketing Specialist","US","TRUE","dianep","EMP303","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Marketing)"
"yukon","優子","中村","中村 優子","Accounting","Accounts Payable Clerk","JP","TRUE","karimm","EMP304","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Accounting)"
"olgas","Ольга","Соколова","Ольга Соколова","Human Resources","Recruiter","US","TRUE","garthf","EMP305","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Human Resources)"
"nikosd","Νίκος","Δημητρίου","Νίκος Δημητρίου","Operations","Facilities Coordinator","IE","TRUE","arturol","EMP306","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Operations)"
"fatimah","فاطمة","حداد","فاطمة حداد","Sales","Sales Engineer","IE","TRUE","mollyc","EMP307","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Sales)"
"amiliag","Ämilia","Groß","Ämilia Groß","Engineering","Quality Engineer","ES","TRUE","christk","EMP308","Full-time","FALSE","Bulk","Bulk directory volume, mapped from ADTestEnvironment (Engineering)"
